Date,Generation,Coal ,Renewable
01/04/2015,2861,2861,0
02/04/2015,2856,2856,0
03/04/2015,2792,2792,0
04/04/2015,2798,2798,0
05/04/2015,2770,2770,0
06/04/2015,2875,2875,0
07/04/2015,2875,2875,0
08/04/2015,2875,2875,0
09/04/2015,2922,2922,0
10/04/2015,2946,2946,0
11/04/2015,2886,2886,0
12/04/2015,2650,2650,0
13/04/2015,2700,2700,0
14/04/2015,2700,2700,0
15/04/2015,2770,2770,0
16/04/2015,2809,2809,0
17/04/2015,2828,2828,0
18/04/2015,2836,2836,0
19/04/2015,2786,2786,0
20/04/2015,2917,2917,0
21/04/2015,3024,3024,0
22/04/2015,3003,3003,0
23/04/2015,2947,2947,0
24/04/2015,2966,2966,0
25/04/2015,2739,2739,0
26/04/2015,2788,2788,0
27/04/2015,2897,2897,0
28/04/2015,2899,2899,0
29/04/2015,2988,2988,0
30/04/2015,2952,2952,0
01/05/2015,2926,2926,0
02/05/2015,2981,2981,0
03/05/2015,2908,2908,0
04/05/2015,3007,3007,0
05/05/2015,3043,3043,0
06/05/2015,3095,3095,0
07/05/2015,3097,3097,0
08/05/2015,3111,3111,0
09/05/2015,3150,3150,0
10/05/2015,3060,3060,0
11/05/2015,3052,3052,0
12/05/2015,3074,3074,0
13/05/2015,3008,3008,0
14/05/2015,3011,3011,0
15/05/2015,3048,3048,0
16/05/2015,2990,2990,0
17/05/2015,2858,2858,0
18/05/2015,2973,2973,0
19/05/2015,2986,2986,0
20/05/2015,3001,3001,0
21/05/2015,3098,3098,0
22/05/2015,3116,3116,0
23/05/2015,3085,3085,0
24/05/2015,2973,2973,0
25/05/2015,3095,3095,0
26/05/2015,3166,3166,0
27/05/2015,3160,3160,0
28/05/2015,3145,3145,0
29/05/2015,3164,3164,0
30/05/2015,3188,3188,0
31/05/2015,3050,3050,0
01/06/2015,2925,2925,0
02/06/2015,2959,2959,0
03/06/2015,3029,3029,0
04/06/2015,3064,3064,0
05/06/2015,3068,3068,0
06/06/2015,3076,3076,0
07/06/2015,2980,2980,0
08/06/2015,3089,3089,0
09/06/2015,3070,3070,0
10/06/2015,3118,3118,0
11/06/2015,3099,3099,0
12/06/2015,3091,3091,0
13/06/2015,3013,3013,0
14/06/2015,2721,2721,0
15/06/2015,2874,2874,0
16/06/2015,2969,2969,0
17/06/2015,3036,3036,0
18/06/2015,3023,3023,0
19/06/2015,3051,3051,0
20/06/2015,2939,2939,0
21/06/2015,2769,2769,0
22/06/2015,2850,2850,0
23/06/2015,2847,2847,0
24/06/2015,2699,2699,0
25/06/2015,2630,2630,0
26/06/2015,2737,2737,0
27/06/2015,2793,2793,0
28/06/2015,2856,2856,0
29/06/2015,2943,2943,0
30/06/2015,2957,2957,0
02/07/2015,3032,3032,0
03/07/2015,3043,3043,0
04/07/2015,3010,3010,0
05/07/2015,2982,2982,0
06/07/2015,2966,2966,0
07/07/2015,3015,3015,0
08/07/2015,3019,3019,0
09/07/2015,2978,2978,0
10/07/2015,2915,2915,0
11/07/2015,2875,2875,0
12/07/2015,2758,2758,0
13/07/2015,2960,2960,0
14/07/2015,3121,3121,0
15/07/2015,3119,3119,0
16/07/2015,3077,3077,0
17/07/2015,3066,3066,0
18/07/2015,3040,3040,0
19/07/2015,2852,2852,0
20/07/2015,2915,2915,0
21/07/2015,2971,2971,0
22/07/2015,2987,2987,0
23/07/2015,3028,3028,0
24/07/2015,3027,3027,0
25/07/2015,2981,2981,0
26/07/2015,2711,2711,0
27/07/2015,2807,2807,0
28/07/2015,2846,2846,0
29/07/2015,2865,2865,0
30/07/2015,2885,2885,0
31/07/2015,2866,2866,0
01/08/2015,2827,2827,0
02/08/2015,2775,2775,0
03/08/2015,2877,2877,0
04/08/2015,2883,2883,0
05/08/2015,2887,2887,0
06/08/2015,2944,2944,0
07/08/2015,2975,2975,0
08/08/2015,2962,2962,0
09/08/2015,2915,2915,0
10/08/2015,3062,3062,0
11/08/2015,3041,3041,0
12/08/2015,3001,3001,0
13/08/2015,3005,3005,0
14/08/2015,3014,3014,0
15/08/2015,2904,2904,0
16/08/2015,2846,2846,0
17/08/2015,3007,3007,0
18/08/2015,3062,3062,0
19/08/2015,3052,3052,0
20/08/2015,3075,3075,0
21/08/2015,3054,3054,0
22/08/2015,3057,3057,0
23/08/2015,2941,2941,0
24/08/2015,3058,3058,0
25/08/2015,3165,3165,0
26/08/2015,3223,3223,0
27/08/2015,3245,3245,0
28/08/2015,3253,3253,0
29/08/2015,3197,3197,0
30/08/2015,3115,3115,0
31/08/2015,3247,3247,0
01/09/2015,3265,3265,0
02/09/2015,3248,3248,0
03/09/2015,3324,3324,0
04/09/2015,3318,3318,0
05/09/2015,3307,3307,0
06/09/2015,3208,3208,0
07/09/2015,3289,3289,0
08/09/2015,3306,3306,0
09/09/2015,3304,3304,0
10/09/2015,3313,3313,0
11/09/2015,3285,3285,0
12/09/2015,3252,3252,0
13/09/2015,3174,3174,0
14/09/2015,3232,3232,0
15/09/2015,3248,3248,0
16/09/2015,3202,3202,0
17/09/2015,3095,3095,0
18/09/2015,3041,3041,0
19/09/2015,2971,2971,0
20/09/2015,2813,2813,0
21/09/2015,2849,2849,0
22/09/2015,2864,2864,0
23/09/2015,2889,2889,0
24/09/2015,2908,2908,0
25/09/2015,2950,2950,0
26/09/2015,2967,2967,0
27/09/2015,2954,2954,0
28/09/2015,3086,3086,0
29/09/2015,3187,3187,0
30/09/2015,3175,3175,0
01/10/2015,3184,3184,0
02/10/2015,3120,3120,0
03/10/2015,3094,3094,0
04/10/2015,3027,3027,0
05/10/2015,3134,3134,0
06/10/2015,3191,3191,0
07/10/2015,3240,3240,0
08/10/2015,3265,3265,0
10/10/2015,3237,3237,0
11/10/2015,3156,3156,0
12/10/2015,3212,3212,0
13/10/2015,3263,3263,0
14/10/2015,3248,3248,0
15/10/2015,3240,3240,0
16/10/2015,3254,3254,0
17/10/2015,3263,3263,0
18/10/2015,3192,3192,0
19/10/2015,3271,3271,0
20/10/2015,3298,3298,0
21/10/2015,3269,3269,0
22/10/2015,3120,3120,0
23/10/2015,3118,3118,0
24/10/2015,3113,3113,0
25/10/2015,3061,3061,0
26/10/2015,3061,3061,0
27/10/2015,3113,3113,0
28/10/2015,2992,2992,0
29/10/2015,2922,2922,0
30/10/2015,2912,2912,0
31/10/2015,2903,2903,0
01/11/2015,2877,2877,0
02/11/2015,2973,2973,0
03/11/2015,3024,3024,0
04/11/2015,3049,3049,0
05/11/2015,3013,3013,0
06/11/2015,3033,3033,0
07/11/2015,3004,3004,0
08/11/2015,2977,2977,0
09/11/2015,2902,2902,0
10/11/2015,2785,2785,0
11/11/2015,2649,2649,0
12/11/2015,2639,2639,0
13/11/2015,2692,2692,0
14/11/2015,2721,2721,0
15/11/2015,2754,2754,0
16/11/2015,2779,2779,0
17/11/2015,2791,2791,0
18/11/2015,2792,2792,0
19/11/2015,2777,2777,0
20/11/2015,2753,2753,0
21/11/2015,2731,2731,0
22/11/2015,2723,2723,0
23/11/2015,2797,2797,0
24/11/2015,2820,2820,0
25/11/2015,2847,2847,0
26/11/2015,2848,2848,0
27/11/2015,2813,2813,0
28/11/2015,2861,2861,0
29/11/2015,2737,2737,0
30/11/2015,2819,2819,0
01/12/2015,2847,2847,0
02/12/2015,2785,2785,0
03/12/2015,2797,2797,0
04/12/2015,2793,2793,0
05/12/2015,2798,2798,0
06/12/2015,2728,2728,0
07/12/2015,2814,2814,0
08/12/2015,2859,2859,0
09/12/2015,2853,2853,0
10/12/2015,2879,2879,0
11/12/2015,2868,2868,0
12/12/2015,2898,2898,0
13/12/2015,2819,2819,0
14/12/2015,2865,2865,0
15/12/2015,2906,2906,0
16/12/2015,2946,2946,0
17/12/2015,2933,2933,0
18/12/2015,2924,2924,0
19/12/2015,2948,2948,0
20/12/2015,2870,2870,0
21/12/2015,2951,2951,0
22/12/2015,3002,3002,0
23/12/2015,2984,2984,0
24/12/2015,2934,2934,0
25/12/2015,2896,2896,0
26/12/2015,2866,2866,0
27/12/2015,2785,2785,0
28/12/2015,2844,2844,0
29/12/2015,2891,2891,0
30/12/2015,2928,2928,0
31/12/2015,2914,2914,0
01/01/2016,2904,2904,0
02/01/2016,2930,2930,0
03/01/2016,2911,2911,0
04/01/2016,2972,2972,0
05/01/2016,3010,3010,0
06/01/2016,0,#VALUE!,0
07/01/2016,3015,3015,0
08/01/2016,2988,2988,0
09/01/2016,2965,2965,0
10/01/2016,2920,2920,0
11/01/2016,2984,2984,0
12/01/2016,3041,3041,0
13/01/2016,3020,3020,0
14/01/2016,2955,2955,0
15/01/2016,2896,2896,0
16/01/2016,2865,2865,0
17/01/2016,2860,2860,0
18/01/2016,2940,2940,0
19/01/2016,2910,2910,0
20/01/2016,2896,2896,0
21/01/2016,2934,2934,0
22/01/2016,2913,2913,0
23/01/2016,2921,2921,0
24/01/2016,2886,2886,0
25/01/2016,2981,2981,0
26/01/2016,2875,2875,0
27/01/2016,2994,2994,0
28/01/2016,3056,3056,0
29/01/2016,3044,3044,0
30/01/2016,3029,3029,0
31/01/2016,2927,2927,0
01/02/2016,3001,3001,0
02/02/2016,3023,3023,0
03/02/2016,3038,3038,0
04/02/2016,3049,3049,0
05/02/2016,3044,3044,0
06/02/2016,3037,3037,0
07/02/2016,2963,2963,0
08/02/2016,3006,3006,0
09/02/2016,3051,3051,0
10/02/2016,3054,3054,0
11/02/2016,3048,3048,0
12/02/2016,3039,3039,0
13/02/2016,3020,3020,0
15/02/2016,3012,3012,0
16/02/2016,3004,3004,0
17/02/2016,3016,3016,0
18/02/2016,3019,3019,0
19/02/2016,3087,3087,0
20/02/2016,3083,3083,0
21/02/2016,2976,2976,0
22/02/2016,3085,3085,0
23/02/2016,3112,3112,0
24/02/2016,3128,3128,0
25/02/2016,3145,3145,0
26/02/2016,3130,3130,0
27/02/2016,3093,3093,0
28/02/2016,3016,3016,0
29/02/2016,3106,3106,0
01/03/2016,3132,3132,0
02/03/2016,3145,3145,0
03/03/2016,3150,3150,0
04/03/2016,3159,3159,0
05/03/2016,3065,3065,0
06/03/2016,2912,2912,0
07/03/2016,3017,3017,0
08/03/2016,3074,3074,0
09/03/2016,3177,3177,0
10/03/2016,3194,3194,0
11/03/2016,3142,3142,0
12/03/2016,3025,3025,0
13/03/2016,2881,2881,0
14/03/2016,2983,2983,0
15/03/2016,3053,3053,0
16/03/2016,3078,3078,0
17/03/2016,3113,3113,0
18/03/2016,3134,3134,0
19/03/2016,3124,3124,0
20/03/2016,3037,3037,0
21/03/2016,3140,3140,0
22/03/2016,3154,3154,0
23/03/2016,3119,3119,0
25/03/2016,3016,3016,0
26/03/2016,3136,3136,0
27/03/2016,3053,3053,0
28/03/2016,3112,3112,0
29/03/2016,3201,3201,0
30/03/2016,3210,3210,0
31/03/2016,3229,3229,0
01/04/2016,3196,3196,0
02/04/2016,3231,3231,0
03/04/2016,3153,3153,0
04/04/2016,3283,3283,0
05/04/2016,3284,3284,0
06/04/2016,3254,3254,0
07/04/2016,3258,3258,0
08/04/2016,3248,3248,0
09/04/2016,3242,3242,0
10/04/2016,3181,3181,0
11/04/2016,3253,3253,0
12/04/2016,3302,3302,0
13/04/2016,3267,3267,0
14/04/2016,3310,3310,0
15/04/2016,3344,3344,0
16/04/2016,3348,3348,0
17/04/2016,3238,3238,0
18/04/2016,3395,3395,0
19/04/2016,3431,3431,0
20/04/2016,3450,3450,0
21/04/2016,3347,3347,0
22/04/2016,3269,3269,0
23/04/2016,3288,3288,0
24/04/2016,3206,3206,0
25/04/2016,3328,3328,0
26/04/2016,3385,3385,0
27/04/2016,3367,3367,0
28/04/2016,3432,3432,0
29/04/2016,3467,3467,0
30/04/2016,3400,3400,0
01/05/2016,3190,3190,0
02/05/2016,3355,3355,0
03/05/2016,3387,3387,0
04/05/2016,3299,3299,0
05/05/2016,3275,3275,0
06/05/2016,3250,3250,0
07/05/2016,3315,3315,0
08/05/2016,3200,3200,0
09/05/2016,3353,3353,0
10/05/2016,3331,3331,0
11/05/2016,604,#VALUE!,0
12/05/2016,3386,3386,0
13/05/2016,3367,3367,0
14/05/2016,3362,3362,0
15/05/2016,3312,3312,0
16/05/2016,3328,3328,0
17/05/2016,3333,3333,0
18/05/2016,3300,3300,0
19/05/2016,3288,3288,0
20/05/2016,3173,3173,0
21/05/2016,3085,3085,0
22/05/2016,3066,3066,0
23/05/2016,3009,3009,0
24/05/2016,2965,2965,0
25/05/2016,2996,2996,0
26/05/2016,3110,3110,0
27/05/2016,3221,3221,0
28/05/2016,3174,3174,0
29/05/2016,2847,2847,0
30/05/2016,2971,2971,0
31/05/2016,3129,3129,0
01/06/2016,3225,3225,0
02/06/2016,3259,3259,0
03/06/2016,3354,3354,0
04/06/2016,3347,3347,0
05/06/2016,3216,3216,0
06/06/2016,3265,3265,0
07/06/2016,3259,3259,0
08/06/2016,3243,3243,0
09/06/2016,3229,3229,0
10/06/2016,3218,3218,0
11/06/2016,3101,3101,0
12/06/2016,3024,3024,0
13/06/2016,3111,3111,0
14/06/2016,3121,3121,0
15/06/2016,3165,3165,0
16/06/2016,3234,3234,0
17/06/2016,3312,3312,0
18/06/2016,3296,3296,0
19/06/2016,3209,3209,0
20/06/2016,3310,3310,0
21/06/2016,3265,3265,0
22/06/2016,3185,3185,0
23/06/2016,3207,3207,0
24/06/2016,3238,3238,0
25/06/2016,3230,3230,0
26/06/2016,3142,3142,0
27/06/2016,3202,3202,0
28/06/2016,3167,3167,0
29/06/2016,3221,3221,0
30/06/2016,3240,3240,0
01/07/2016,3118,3118,0
02/07/2016,2846,2846,0
03/07/2016,2727,2727,0
04/07/2016,2853,2853,0
05/07/2016,2927,2927,0
06/07/2016,2881,2881,0
07/07/2016,3022,3022,0
08/07/2016,3038,3038,0
09/07/2016,2901,2901,0
10/07/2016,2827,2827,0
11/07/2016,2948,2948,0
12/07/2016,2995,2995,0
13/07/2016,3138,3138,0
14/07/2016,3163,3163,0
15/07/2016,3130,3130,0
16/07/2016,2960,2960,0
17/07/2016,2766,2766,0
18/07/2016,2852,2852,0
19/07/2016,2992,2992,0
20/07/2016,3108,3108,0
21/07/2016,3148,3148,0
22/07/2016,3177,3177,0
23/07/2016,3145,3145,0
24/07/2016,3112,3112,0
25/07/2016,3234,3234,0
26/07/2016,3269,3269,0
27/07/2016,3131,3131,0
28/07/2016,3164,3164,0
29/07/2016,3044,3044,0
30/07/2016,2995,2995,0
31/07/2016,2897,2897,0
01/08/2016,2844,2844,0
02/08/2016,2835,2835,0
03/08/2016,2889,2889,0
04/08/2016,2970,2970,0
05/08/2016,3029,3029,0
06/08/2016,2954,2954,0
07/08/2016,2872,2872,0
08/08/2016,3010,3010,0
09/08/2016,3025,3025,0
10/08/2016,2990,2990,0
11/08/2016,2977,2977,0
12/08/2016,3002,3002,0
13/08/2016,3001,3001,0
14/08/2016,2902,2902,0
15/08/2016,2793,2793,0
16/08/2016,2952,2952,0
17/08/2016,3030,3030,0
18/08/2016,3011,3011,0
19/08/2016,3120,3120,0
20/08/2016,3167,3167,0
21/08/2016,3126,3126,0
22/08/2016,3202,3202,0
23/08/2016,3235,3235,0
24/08/2016,3196,3196,0
25/08/2016,3170,3170,0
26/08/2016,3176,3176,0
27/08/2016,3168,3168,0
28/08/2016,3058,3058,0
29/08/2016,3155,3155,0
30/08/2016,3164,3164,0
31/08/2016,3094,3094,0
01/09/2016,3000,3000,0
02/09/2016,3020,3020,0
03/09/2016,3028,3028,0
04/09/2016,2981,2981,0
05/09/2016,3062,3062,0
06/09/2016,3238,3238,0
07/09/2016,3343,3343,0
08/09/2016,3463,3463,0
09/09/2016,3523,3523,0
10/09/2016,3466,3466,0
11/09/2016,3366,3366,0
12/09/2016,3482,3482,0
13/09/2016,3486,3486,0
14/09/2016,3416,3416,0
15/09/2016,3296,3296,0
16/09/2016,3268,3268,0
17/09/2016,3163,3163,0
18/09/2016,3076,3076,0
19/09/2016,3190,3190,0
20/09/2016,3249,3249,0
21/09/2016,3224,3224,0
22/09/2016,3146,3146,0
23/09/2016,3161,3161,0
24/09/2016,3071,3071,0
25/09/2016,2985,2985,0
26/09/2016,3133,3133,0
27/09/2016,3165,3165,0
28/09/2016,3175,3175,0
29/09/2016,3173,3173,0
30/09/2016,3184,3184,0
01/10/2016,3197,3197,0
02/10/2016,3236,3236,0
03/10/2016,3295,3295,0
04/10/2016,3229,3229,0
05/10/2016,3209,3209,0
06/10/2016,3247,3247,0
07/10/2016,3161,3161,0
08/10/2016,3026,3026,0
09/10/2016,3000,3000,0
10/10/2016,2915,2915,0
11/10/2016,3040,3040,0
12/10/2016,3148,3148,0
13/10/2016,3187,3187,0
14/10/2016,3225,3225,0
15/10/2016,3175,3175,0
16/10/2016,3220,3220,0
17/10/2016,3264,3264,0
18/10/2016,3334,3334,0
19/10/2016,3264,3264,0
20/10/2016,3322,3322,0
21/10/2016,3300,3300,0
22/10/2016,3214,3214,0
23/10/2016,3230,3230,0
24/10/2016,3305,3305,0
25/10/2016,3346,3346,0
26/10/2016,3320,3320,0
27/10/2016,3240,3240,0
28/10/2016,3194,3194,0
29/10/2016,3013,3013,0
30/10/2016,2950,2950,0
31/10/2016,2932,2932,0
01/11/2016,2971,2971,0
02/11/2016,3077,3077,0
03/11/2016,3133,3133,0
04/11/2016,3181,3181,0
05/11/2016,3185,3185,0
06/11/2016,3071,3071,0
07/11/2016,3144,3144,0
08/11/2016,3170,3170,0
09/11/2016,3181,3181,0
10/11/2016,3134,3134,0
11/11/2016,3158,3158,0
12/11/2016,3105,3105,0
13/11/2016,3021,3021,0
14/11/2016,3074,3074,0
15/11/2016,3130,3130,0
16/11/2016,3073,3073,0
17/11/2016,3046,3046,0
18/11/2016,3061,3061,0
19/11/2016,3078,3078,0
20/11/2016,2958,2958,0
21/11/2016,3054,3054,0
22/11/2016,3108,3108,0
23/11/2016,3100,3100,0
24/11/2016,3090,3090,0
25/11/2016,3049,3049,0
26/11/2016,3055,3055,0
27/11/2016,2990,2990,0
28/11/2016,3087,3087,0
29/11/2016,3135,3135,0
30/11/2016,3071,3071,0
01/12/2016,3038,3038,0
02/12/2016,2993,2993,0
03/12/2016,2964,2964,0
04/12/2016,2889,2889,0
05/12/2016,3038,3038,0
06/12/2016,3036,3036,0
07/12/2016,3064,3064,0
08/12/2016,3106,3106,0
09/12/2016,3116,3116,0
10/12/2016,3073,3073,0
11/12/2016,3044,3044,0
12/12/2016,2973,2973,0
13/12/2016,2879,2879,0
14/12/2016,2954,2954,0
15/12/2016,3005,3005,0
16/12/2016,3066,3066,0
17/12/2016,3069,3069,0
18/12/2016,3000,3000,0
19/12/2016,3082,3082,0
20/12/2016,3093,3093,0
21/12/2016,3135,3135,0
22/12/2016,3161,3161,0
23/12/2016,3176,3176,0
24/12/2016,3157,3157,0
25/12/2016,3009,3009,0
26/12/2016,3076,3076,0
27/12/2016,3107,3107,0
28/12/2016,3127,3127,0
29/12/2016,3124,3124,0
30/12/2016,3123,3123,0
31/12/2016,3110,3110,0
01/01/2017,3008,3008,0
02/01/2017,3095,3095,0
03/01/2017,3153,3153,0
04/01/2017,3202,3202,0
05/01/2017,3223,3223,0
06/01/2017,3200,3200,0
07/01/2017,3083,3083,0
08/01/2017,2993,2993,0
09/01/2017,3097,3097,0
10/01/2017,3136,3136,0
11/01/2017,3135,3135,0
12/01/2017,3141,3141,0
13/01/2017,3112,3112,0
14/01/2017,2931,2931,0
15/01/2017,2892,2892,0
16/01/2017,3030,3030,0
17/01/2017,3108,3108,0
18/01/2017,3085,3085,0
19/01/2017,3042,3042,0
20/01/2017,3070,3070,0
21/01/2017,3101,3101,0
22/01/2017,2999,2999,0
23/01/2017,3116,3116,0
24/01/2017,3160,3160,0
25/01/2017,3167,3167,0
26/01/2017,2888,2888,0
27/01/2017,2883,2883,0
28/01/2017,2986,2986,0
29/01/2017,2922,2922,0
30/01/2017,3064,3064,0
31/01/2017,3124,3124,0
01/02/2017,3135,3135,0
02/02/2017,3129,3129,0
03/02/2017,3127,3127,0
04/02/2017,3059,3059,0
05/02/2017,2971,2971,0
06/02/2017,3089,3089,0
07/02/2017,3089,3089,0
08/02/2017,3200,3200,0
09/02/2017,3173,3173,0
10/02/2017,3194,3194,0
11/02/2017,3147,3147,0
12/02/2017,3026,3026,0
13/02/2017,3057,3057,0
14/02/2017,3122,3122,0
15/02/2017,3167,3167,0
16/02/2017,3186,3186,0
17/02/2017,3146,3146,0
18/02/2017,3204,3204,0
19/02/2017,3129,3129,0
20/02/2017,3195,3195,0
21/02/2017,3181,3181,0
22/02/2017,3295,3295,0
23/02/2017,3303,3303,0
24/02/2017,3274,3274,0
25/02/2017,3272,3272,0
26/02/2017,3233,3233,0
27/02/2017,3282,3282,0
28/02/2017,3312,3312,0
01/03/2017,3305,3305,0
02/03/2017,3308,3308,0
03/03/2017,3345,3345,0
04/03/2017,3323,3323,0
05/03/2017,3237,3237,0
06/03/2017,3321,3321,0
07/03/2017,3323,3323,0
08/03/2017,3261,3261,0
09/03/2017,3235,3235,0
10/03/2017,3030,3030,0
11/03/2017,2982,2982,0
12/03/2017,2981,2981,0
13/03/2017,2850,2850,0
14/03/2017,3014,3014,0
15/03/2017,3112,3112,0
16/03/2017,3190,3190,0
17/03/2017,3236,3236,0
18/03/2017,3206,3206,0
19/03/2017,3129,3129,0
20/03/2017,3257,3257,0
21/03/2017,3331,3331,0
22/03/2017,3368,3368,0
23/03/2017,3399,3399,0
24/03/2017,3469,3469,0
25/03/2017,3454,3454,0
26/03/2017,3366,3366,0
27/03/2017,3485,3485,0
01/04/2017,3471,3471,0
02/04/2017,3341,3341,0
03/04/2017,3405,3405,0
04/04/2017,3418,3418,0
05/04/2017,3318,3318,0
06/04/2017,3341,3341,0
07/04/2017,3432,3432,0
08/04/2017,3420,3420,0
09/04/2017,3271,3271,0
10/04/2017,3329,3329,0
11/04/2017,3422,3422,0
12/04/2017,3497,3497,0
13/04/2017,3572,3572,0
14/04/2017,3533,3533,0
15/04/2017,3497,3497,0
16/04/2017,3342,3342,0
17/04/2017,3458,3458,0
18/04/2017,3569,3569,0
19/04/2017,3541,3541,0
20/04/2017,3473,3473,0
21/04/2017,3465,3465,0
22/04/2017,3357,3357,0
23/04/2017,3281,3281,0
24/04/2017,3351,3351,0
25/04/2017,3437,3437,0
26/04/2017,3492,3492,0
27/04/2017,3505,3505,0
28/04/2017,3551,3551,0
29/04/2017,3494,3494,0
30/04/2017,3367,3367,0
01/05/2017,3290,3290,0
02/05/2017,3464,3464,0
03/05/2017,3511,3511,0
04/05/2017,3574,3574,0
05/05/2017,3623,3623,0
06/05/2017,3599,3599,0
07/05/2017,3386,3386,0
08/05/2017,3554,3554,0
09/05/2017,3447,3447,0
10/05/2017,3502,3502,0
11/05/2017,3588,3588,0
12/05/2017,3657,3657,0
13/05/2017,3602,3602,0
14/05/2017,3421,3421,0
15/05/2017,3464,3464,0
16/05/2017,3500,3500,0
17/05/2017,3454,3454,0
18/05/2017,3473,3473,0
19/05/2017,3408,3408,0
20/05/2017,3412,3412,0
21/05/2017,3276,3276,0
22/05/2017,3382,3382,0
23/05/2017,3482,3482,0
24/05/2017,3517,3517,0
25/05/2017,3540,3540,0
26/05/2017,3432,3432,0
27/05/2017,3249,3249,0
28/05/2017,3138,3138,0
29/05/2017,3085,3085,0
30/05/2017,3210,3210,0
31/05/2017,3247,3247,0
01/06/2017,3374,3374,0
02/06/2017,3460,3460,0
03/06/2017,3421,3421,0
04/06/2017,3292,3292,0
05/06/2017,3382,3382,0
06/06/2017,3353,3353,0
07/06/2017,3205,3205,0
08/06/2017,3232,3232,0
09/06/2017,3212,3212,0
10/06/2017,3144,3144,0
11/06/2017,3014,3014,0
12/06/2017,3172,3172,0
13/06/2017,3264,3264,0
14/06/2017,3356,3356,0
15/06/2017,3349,3349,0
16/06/2017,3269,3269,0
17/06/2017,3312,3312,0
18/06/2017,3279,3279,0
19/06/2017,3247,3247,0
20/06/2017,3113,3113,0
21/06/2017,3103,3103,0
22/06/2017,3154,3154,0
23/06/2017,3215,3215,0
24/06/2017,3187,3187,0
25/06/2017,3128,3128,0
26/06/2017,3204,3204,0
27/06/2017,3220,3220,0
28/06/2017,3082,3082,0
29/06/2017,2931,2931,0
30/06/2017,2910,2910,0
01/07/2017,2869,2869,0
02/07/2017,2757,2757,0
03/07/2017,2912,2912,0
04/07/2017,2958,2958,0
05/07/2017,3004,3004,0
06/07/2017,3052,3052,0
07/07/2017,3191,3191,0
08/07/2017,3308,3308,0
09/07/2017,3251,3251,0
10/07/2017,3269,3269,0
11/07/2017,3172,3172,0
12/07/2017,3135,3135,0
13/07/2017,3115,3115,0
14/07/2017,3128,3128,0
15/07/2017,3145,3145,0
16/07/2017,3087,3087,0
17/07/2017,3168,3168,0
18/07/2017,3197,3197,0
19/07/2017,3212,3212,0
20/07/2017,3176,3176,0
21/07/2017,3199,3199,0
22/07/2017,3130,3130,0
23/07/2017,2945,2945,0
24/07/2017,2980,2980,0
25/07/2017,3063,3063,0
10/08/2017,3416,3416,0
11/08/2017,3349,3349,0
12/08/2017,3251,3251,0
13/08/2017,3216,3216,0
14/08/2017,3380,3380,0
15/08/2017,3272,3272,0
16/08/2017,3368,3368,0
01/09/2017,3118,3118,0
02/09/2017,3150,3150,0
03/09/2017,3097,3097,0
04/09/2017,3306,3306,0
05/09/2017,3341,3341,0
06/09/2017,3422,3422,0
07/09/2017,3472,3472,0
08/09/2017,3494,3494,0
09/09/2017,3531,3531,0
10/09/2017,3505,3505,0
11/09/2017,3586,3586,0
12/09/2017,3609,3609,0
13/09/2017,3623,3623,0
14/09/2017,3562,3562,0
15/09/2017,3562,3562,0
16/09/2017,3497,3497,0
17/09/2017,3270,3270,0
18/09/2017,3260,3260,0
19/09/2017,3285,3285,0
20/09/2017,3294,3294,0
21/09/2017,3376,3376,0
22/09/2017,1030,#VALUE!,0
23/09/2017,3299,3299,0
24/09/2017,3271,3271,0
25/09/2017,3393,3393,0
26/09/2017,3460,3460,0
27/09/2017,3465,3465,0
28/09/2017,3413,3413,0
29/09/2017,3316,3316,0
30/09/2017,3219,3219,0
03/10/2017,3377,3377,0
04/10/2017,3436,3436,0
05/10/2017,3482,3482,0
06/10/2017,3461,3461,0
07/10/2017,3463,3463,0
08/10/2017,3321,3321,0
09/10/2017,3375,3375,0
10/10/2017,3418,3418,0
11/10/2017,3423,3423,0
12/10/2017,3437,3437,0
13/10/2017,3423,3423,0
14/10/2017,3375,3375,0
15/10/2017,3351,3351,0
16/10/2017,3256,3256,0
17/10/2017,3368,3368,0
18/10/2017,3278,3278,0
19/10/2017,3090,3090,0
20/10/2017,2988,2988,0
21/10/2017,2999,2999,0
22/10/2017,2995,2995,0
23/10/2017,3197,3197,0
24/10/2017,3327,3327,0
25/10/2017,3349,3349,0
26/10/2017,3309,3309,0
27/10/2017,3307,3307,0
28/10/2017,3292,3292,0
29/10/2017,3191,3191,0
30/10/2017,3213,3213,0
31/10/2017,3229,3229,0
01/11/2017,3195,3195,0
02/11/2017,3208,3208,0
03/11/2017,3200,3200,0
04/11/2017,3140,3140,0
05/11/2017,3049,3049,0
06/11/2017,3169,3169,0
07/11/2017,3221,3221,0
08/11/2017,3244,3244,0
09/11/2017,3273,3273,0
10/11/2017,3236,3236,0
11/11/2017,3175,3175,0
12/11/2017,3053,3053,0
13/11/2017,3209,3209,0
14/11/2017,3209,3209,0
15/11/2017,3165,3165,0
16/11/2017,3150,3150,0
17/11/2017,3166,3166,0
18/11/2017,3142,3142,0
19/11/2017,3053,3053,0
20/11/2017,3109,3109,0
21/11/2017,3144,3144,0
22/11/2017,3164,3164,0
23/11/2017,3170,3170,0
24/11/2017,3213,3213,0
25/11/2017,3159,3159,0
26/11/2017,3044,3044,0
